Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,ADSL_log
buenos aires,general san martín,villa granaderos de san martín,6371010,0,1100,0,2459,37,0,0,382,3978,0.0
buenos aires,general san martín,villa gregoria matorras,6371010,0,1020,0,2241,54,0,0,0,3315,0.0
buenos aires,general san martín,villa josé león suarez,6371010,177,3479,0,723,16,0,0,2210,6605,5.181783550292085
buenos aires,general san martín,villa juan martín de pueyrredon,6371010,0,1107,0,2705,38,0,0,0,3850,0.0
buenos aires,general san martín,villa libertad,6371010,0,1133,0,2508,47,0,0,0,3688,0.0
buenos aires,general san martín,villa lynch,6371010,26,2466,2,13,17,0,0,0,2524,3.295836866004329
buenos aires,general san martín,villa maipu,6371010,0,1638,0,3179,72,0,0,545,5434,0.0
buenos aires,general san martín,villa marqués alejandro  maría de aguado,6371010,0,674,0,1199,26,0,0,0,1899,0.0
buenos aires,general san martín,villa parque pres figueroa alcorta,6371010,0,207,0,356,7,0,0,0,570,0.0
buenos aires,general san martín,villa parque san lorenzo,6371010,0,190,0,407,39,0,0,0,636,0.0
buenos aires,general san martín,villa san andrés,6371010,44,5904,0,1249,35,0,0,586,7818,3.8066624897703196
buenos aires,general san martín,villa yapeyú,6371010,0,265,0,540,13,0,0,0,818,0.0
buenos aires,general san martín,ciudad jardin el libertador,6371010,0,5,0,0,0,0,0,0,5,0.0
buenos aires,general viamonte,baigorrita,6385010,562,0,0,0,0,0,0,61,623,6.333279628139691
buenos aires,general viamonte,los toldos,6385030,214,0,1,4453,0,0,0,47,4715,5.3706380281276624
buenos aires,general viamonte,zavalía,6385050,0,0,0,0,0,0,0,31,31,0.0
buenos aires,general villegas,banderaló,6392010,0,0,0,0,250,1,0,0,251,0.0
buenos aires,general villegas,cañada seca,6392020,0,0,0,0,200,0,0,0,200,0.0
buenos aires,general villegas,coronel charlone,6392030,317,0,0,60,0,1,0,0,378,5.762051382780177
buenos aires,general villegas,emilio v. bunge,6392040,0,0,0,0,0,1,0,0,1,0.0
buenos aires,general villegas,general villegas  (est. villegas),6392050,96,2,0,4255,0,2,0,46,4401,4.574710978503383
buenos aires,general villegas,piedritas,6392080,368,0,0,189,0,1,0,58,616,5.910796644040527
buenos aires,general villegas,santa regina,6392100,0,136,0,0,0,0,0,0,136,0.0
buenos aires,guaminí,casbas,6399020,0,0,1,0,1,0,0,128,130,0.0
buenos aires,guaminí,guaminí,6399040,0,0,0,75,11,0,0,351,437,0.0
buenos aires,guaminí,laguna alsina  (est. bonifacio),6399050,124,0,0,237,58,0,0,129,548,4.8283137373023015
buenos aires,guaminí,arroyo venado,6399010,0,0,0,0,0,0,0,39,39,0.0
buenos aires,guaminí,garré,6399030,0,0,0,288,0,0,0,0,288,0.0
buenos aires,hipólito yrigoyen,henderson,6406010,79,0,1,0,0,0,0,810,890,4.382026634673881
buenos aires,hurlingham,hurlingham,6408010,297,16102,56,17795,365,1,0,499,35115,5.697093486505405
buenos aires,hurlingham,villa santos tesei,6408010,15,7503,27,13881,172,0,0,114,21712,2.772588722239781
buenos aires,hurlingham,william c. morris,6408010,0,21,0,14,0,0,0,392,427,0.0
buenos aires,ituzaingó,ituzaingó centro,6410010,148,27488,114,24898,667,3,0,199,53517,5.003946305945459
buenos aires,ituzaingó,ituzaingó sur,6410010,0,0,0,0,0,0,0,30,30,0.0
buenos aires,ituzaingó,otros,Sin Datos,2,0,0,2,0,0,0,0,4,1.0986122886681098
buenos aires,ituzaingó,villa gobernador udaondo,6410010,10,9033,9,3547,276,0,0,378,13253,2.3978952727983707
buenos aires,josé c. paz,del viso,6412010,0,278,0,0,3,0,0,0,281,0.0
buenos aires,josé c. paz,josé c paz,6412010,1282,30382,82,19351,2139,2,0,117,53355,7.1569563646156364
buenos aires,josé c. paz,tortuguitas,6412010,0,1882,0,0,57,0,0,0,1939,0.0
buenos aires,junín,agustín roca,6413010,0,0,0,89,0,0,0,210,299,0.0
buenos aires,junín,agustina,6413020,0,0,0,8,0,0,0,0,8,0.0
buenos aires,junín,balneario laguna de gómez,6413030,0,0,0,0,0,0,0,4,4,0.0
buenos aires,junín,fortín tiburcio,6413040,0,0,0,0,0,0,0,72,72,0.0
buenos aires,junín,junín,6413050,2637,18504,84,4969,3,1,0,7694,33892,7.87777633327726
buenos aires,junín,laplacette,6413060,0,0,0,1,0,0,16,0,17,0.0
buenos aires,junín,morse,6413070,0,57,0,254,0,0,0,117,428,0.0
buenos aires,junín,saforcada,6413080,0,0,0,0,1,0,0,75,76,0.0
buenos aires,la costa,las toninas,6420010,365,1076,1,68,401,0,0,26,1937,5.902633333401366
buenos aires,la costa,mar de ajó,6420020,1349,4326,28,9065,1041,0,0,1,15810,7.2078598714324755
buenos aires,la costa,san clemente del tuyú,6420030,1422,3551,3,4943,1172,0,0,40,11131,7.260522598089852
buenos aires,la costa,santa teresita,6420040,2329,7654,13,917,2,0,0,201,11116,7.753623546559746
buenos aires,la costa,aguas verdes,6420030,28,0,0,141,0,0,0,1,170,3.367295829986474
buenos aires,la costa,lucila del mar,6420030,101,943,0,1471,205,0,0,1,2721,4.624972813284271
buenos aires,la matanza,20 de junio,6427010,4,756,2,1113,20,0,0,2,1897,1.6094379124341003
buenos aires,la matanza,aldo bonzi,6427010,1,2898,0,0,82,0,0,2,2983,0.6931471805599453
buenos aires,la matanza,ciudad evita,6427010,40,10650,26,3582,350,0,0,108,14756,3.713572066704308
buenos aires,la matanza,gonzalez catán,6427010,12,30097,25,14226,814,7,0,1432,46613,2.5649493574615367
buenos aires,la matanza,gregorio de laferrere,6427010,18,27705,14,19816,693,0,0,1469,49715,2.9444389791664403
buenos aires,la matanza,isidro casanova,6427010,25,22344,30,28971,628,0,0,261,52259,3.258096538021482
buenos aires,la matanza,la tablada,6427010,36,15251,2,896,466,0,0,972,17623,3.6109179126442243
buenos aires,la matanza,lomas del mirador,6427010,51,12336,8,1305,366,0,0,66,14132,3.9512437185814275
buenos aires,la matanza,rafael castillo,6427010,12,15110,10,9096,408,0,0,278,24914,2.5649493574615367
buenos aires,la matanza,ramos mejía,6427010,518,37837,79,9234,752,2,0,20,48442,6.251903883165888
buenos aires,la matanza,san justo,6427010,131,25374,98,16033,791,1,0,879,43307,4.882801922586371
buenos aires,la matanza,tapiales,6427010,233,3897,25,9651,1574,1,0,2,15383,5.455321115357702
buenos aires,la matanza,villa  eduardo madero,6427010,50,17181,48,13065,569,0,0,174,31087,3.9318256327243257
buenos aires,la matanza,villa luzuriaga,6427010,4,16802,1,1,424,0,0,115,17347,1.6094379124341003
buenos aires,la matanza,virrey del pino,6427010,4526,21833,0,235,732,0,0,348,27674,8.417814747435958
buenos aires,la plata,abasto,6441030,0,682,0,5820,14,0,0,10,6526,0.0
buenos aires,la plata,angel etcheverry,6441030,0,761,0,0,13,0,0,11,785,0.0
buenos aires,la plata,arturo segui,6441030,0,222,0,0,0,0,0,0,222,0.0
buenos aires,la plata,barrio el peligro,6441030,213,0,0,189,0,0,0,0,402,5.365976015021851
buenos aires,la plata,city bell,6441030,0,12782,0,1790,177,0,0,145,14894,0.0
buenos aires,la plata,colonia la plata,6441030,23,0,0,19,0,0,0,0,42,3.1780538303479458
buenos aires,la plata,ignacio correas,6441020,0,0,0,0,2,0,0,46,48,0.0
buenos aires,la plata,joaquin gorina,6441030,0,841,0,210,0,0,0,0,1051,0.0
buenos aires,la plata,jose hernandez,6441030,0,33,0,40,0,0,0,0,73,0.0
buenos aires,la plata,jose melchor romero,6441030,0,957,0,0,21,0,0,10,988,0.0
buenos aires,la plata,la cumbre,6441030,0,0,0,0,0,0,0,145,145,0.0
buenos aires,la plata,la plata,6441030,7362,136126,517,54565,2651,9,0,3908,205138,8.904222737368716
buenos aires,la plata,lisandro olmos,6441030,0,2990,0,14,73,0,0,10,3087,0.0
buenos aires,la plata,los hornos,6441030,0,3653,0,1454,105,0,0,145,5357,0.0
buenos aires,la plata,manuel b gonnet,6441030,0,12399,0,1109,127,0,0,0,13635,0.0
buenos aires,la plata,otros,Sin Datos,0,22,0,9,0,0,0,0,31,0.0
buenos aires,la plata,ringuelet,6441030,0,3908,0,410,52,0,0,0,4370,0.0
buenos aires,la plata,tolosa,6441030,0,13459,0,1082,178,0,0,0,14719,0.0
buenos aires,la plata,villa elisa,6441030,0,5572,0,417,474,0,0,145,6608,0.0
buenos aires,la plata,villa elvira,6441030,0,4942,0,554,139,0,0,145,5780,0.0
buenos aires,la plata,ruta del sol,6441030,89,0,0,81,0,0,0,0,170,4.499809670330265
buenos aires,la plata,el retiro,6441030,0,0,0,1,0,0,0,0,1,0.0
buenos aires,la plata,transradio,6441030,0,0,0,0,0,1,0,0,1,0.0
buenos aires,la plata,arana,6441030,0,0,0,0,0,0,0,96,96,0.0
buenos aires,la plata,villa garibaldi,6441030,0,0,0,0,0,0,0,145,145,0.0
buenos aires,la plata,villa parque sicardi,6441030,0,0,0,0,0,0,0,145,145,0.0
buenos aires,la plata,barrio el carmen oeste,6441030,0,0,0,0,0,0,0,145,145,0.0
buenos aires,la plata,barrio gambier,6441030,0,0,0,0,0,0,0,145,145,0.0
buenos aires,la plata,villa montoro,6441030,0,0,0,0,0,0,0,145,145,0.0
buenos aires,la plata,country club el rodeo,6441010,0,0,0,189,0,0,0,0,189,0.0
buenos aires,lanús,gerli,6434010,7,5916,14,6439,96,0,0,0,12472,2.0794415416798357
buenos aires,lanús,lanús este,6434010,239,26720,78,16896,208,1,0,264,44406,5.480638923341991
buenos aires,lanús,lanús oeste,6434010,0,12134,1,16197,435,0,0,364,29131,0.0
buenos aires,lanús,monte chingolo,6434010,9,10744,43,18381,273,0,0,0,29450,2.302585092994046
buenos aires,lanús,remedios escalada de san martin,6434010,15,13538,19,6808,232,0,0,344,20956,2.772588722239781
buenos aires,lanús,valentín alsina,6434010,63,7096,75,13245,105,0,0,2,20586,4.1588830833596715
buenos aires,laprida,laprida,6448010,0,22,0,2793,0,0,0,0,2815,0.0
buenos aires,laprida,pueblo nuevo,6448020,0,0,0,0,0,0,0,8,8,0.0
buenos aires,laprida,pueblo san jorge,6448030,0,0,0,0,0,0,0,117,117,0.0
buenos aires,las flores,las flores,6455030,1411,0,0,3576,0,0,0,791,5778,7.252762418053187
buenos aires,las flores,coronel boerr,6455010,0,0,0,0,0,0,0,3,3,0.0
buenos aires,las flores,el trigo,6455020,0,0,0,1,0,0,0,3,4,0.0
buenos aires,las flores,pardo,6455040,0,0,0,0,0,0,0,4,4,0.0
buenos aires,leandro n. alem,alberdi viejo,6462010,2,0,0,0,2,0,0,2,6,1.0986122886681098
buenos aires,leandro n. alem,el dorado,6462020,0,0,0,4,0,1,0,108,113,0.0
buenos aires,leandro n. alem,fortín acha,6462030,0,0,0,0,0,0,0,39,39,0.0
buenos aires,leandro n. alem,juan bautista alberdi  (est. alberdi),6462040,252,457,0,396,0,0,0,12,1117,5.53338948872752
buenos aires,leandro n. alem,leandro n. alem,6462050,0,185,0,0,0,0,0,65,250,0.0
buenos aires,leandro n. alem,vedia,6462060,814,0,1,11,0,1,0,1167,1994,6.703188113240863
buenos aires,lincoln,bayauca,6469020,0,0,0,0,1,0,0,43,44,0.0
buenos aires,lincoln,coronel martínez de hoz  (ap. kilómetro 322),6469050,288,0,0,0,0,0,0,0,288,5.666426688112432
buenos aires,lincoln,el triunfo,6469060,0,0,1,10,0,0,0,0,11,0.0
buenos aires,lincoln,las toscas,6469070,330,0,0,0,0,0,0,0,330,5.802118375377063
buenos aires,lincoln,lincoln,6469080,703,9224,38,64,1,0,0,0,10030,6.556778356158042
buenos aires,lincoln,pasteur,6469090,0,0,0,0,0,2,0,461,463,0.0
buenos aires,lincoln,roberts,6469100,0,0,1,699,0,0,0,0,700,0.0
buenos aires,lincoln,arenaza,6469010,0,0,0,293,0,0,0,0,293,0.0
buenos aires,lincoln,carlos salas,6469040,0,0,0,0,0,0,0,123,123,0.0
buenos aires,lobería,lobería,6476030,634,0,5,1497,15,1,0,701,2853,6.453624998892692
buenos aires,lobería,san manuel,6476050,0,0,0,377,0,0,0,139,516,0.0
buenos aires,lobería,pieres,6476040,0,0,0,0,0,0,0,14,14,0.0
buenos aires,lobería,licenciado matienzo,6476020,0,0,0,0,0,0,0,21,21,0.0
buenos aires,lobos,antonio carboni,6483010,2,0,1,122,156,0,0,101,382,1.0986122886681098
buenos aires,lobos,elvira,6483020,0,0,0,61,0,0,0,74,135,0.0
buenos aires,lobos,lobos,6483040,587,1,10,3273,1,0,0,1510,5382,6.376726947898627
buenos aires,lobos,salvador maría,6483050,87,0,0,446,0,0,0,265,798,4.477336814478207
buenos aires,lomas de zamora,banfield,6490010,163,60922,77,10586,1195,1,0,0,72944,5.099866427824199
buenos aires,lomas de zamora,llavallol,6490010,21,7328,32,7259,142,0,0,2,14784,3.091042453358316
buenos aires,lomas de zamora,lomas de zamora,6490010,290,35694,109,12989,906,2,0,2348,52338,5.673323267171493
buenos aires,lomas de zamora,temperley,6490010,10,25548,19,9322,549,2,0,0,35450,2.3978952727983707
buenos aires,lomas de zamora,turdera,6490010,11,2436,20,7031,36,0,0,0,9534,2.4849066497880004
buenos aires,lomas de zamora,villa centenario,6490010,0,36,0,0,0,0,0,300,336,0.0
buenos aires,lomas de zamora,villa fiorito,6490010,0,461,0,1,3,0,0,666,1131,0.0
buenos aires,luján,barrio las casuarinas,6497060,0,0,0,208,0,0,0,25,233,0.0
buenos aires,luján,carlos keen,6497020,0,0,0,0,0,0,0,20,20,0.0
buenos aires,luján,cortines,6497060,71,0,0,405,0,0,0,41,517,4.276666119016055
buenos aires,luján,josé maría jáuregui (est. jáuregui),6497060,425,1107,0,2647,0,0,0,20,4199,6.054439346269371
buenos aires,luján,lezica y torrezuri,6497060,0,0,0,0,0,0,0,38,38,0.0
buenos aires,luján,luján,6497060,1681,13346,36,1155,7,1,0,12917,29143,7.427738840532894
buenos aires,luján,olivera,6497070,0,0,0,5,0,0,0,42,47,0.0
buenos aires,luján,open door  (est. dr. domingo cabred),6497060,190,0,4,0,0,0,0,49,243,5.25227342804663
buenos aires,luján,otros,Sin Datos,0,0,0,0,0,0,0,42,42,0.0
buenos aires,luján,torres,6497090,99,0,0,0,0,0,0,21,120,4.605170185988092
buenos aires,magdalena,general mansilla  (est. bartolomé bavio),6505020,0,544,0,354,0,0,0,114,1012,0.0
buenos aires,magdalena,magdalena,6505040,604,0,1,3131,0,0,437,199,4372,6.405228458030842
buenos aires,magdalena,vieytes,6505060,0,0,0,28,0,0,0,84,112,0.0
buenos aires,maipú,las armas,6511010,90,0,0,0,0,0,0,54,144,4.51085950651685
buenos aires,maipú,maipú,6511020,518,0,7,0,1100,0,0,20,1645,6.251903883165888
buenos aires,maipú,santo domingo,6511030,0,0,0,0,0,1,0,7,8,0.0
buenos aires,malvinas argentinas,area de promocion el triángulo,6515010,101,0,0,110,0,0,0,0,211,4.624972813284271
buenos aires,malvinas argentinas,grand bourg,6515010,477,7233,0,8104,386,0,0,0,16200,6.169610732491456
buenos aires,malvinas argentinas,ingeniero adolfo sourdeaux,6515010,20,3609,0,2,120,0,0,110,3861,3.044522437723423
buenos aires,malvinas argentinas,ingeniero pablo nogués,6515010,25,3258,3,1889,109,0,0,1,5285,3.258096538021482
buenos aires,malvinas argentinas,los polvorines,6515010,126,6998,23,6519,324,1,0,1,13992,4.844187086458591
buenos aires,malvinas argentinas,malvinas argentinas,6515010,0,77,0,2,0,1,0,14,94,0.0
buenos aires,malvinas argentinas,tortuguitas,6515010,1040,4315,1,48,7239,0,0,0,12643,6.947937068614969
buenos aires,malvinas argentinas,villa de mayo,6515010,15,3719,3,2684,160,0,0,22,6603,2.772588722239781
buenos aires,mar chiquita,coronel vidal,6518010,3,1607,0,284,0,0,0,118,2012,1.3862943611198906
buenos aires,mar chiquita,general pirán,6518020,0,0,1,750,0,0,0,44,795,0.0
buenos aires,mar chiquita,la armonía,6518030,0,0,0,0,0,0,0,101,101,0.0
buenos aires,mar chiquita,mar de cobo,6518050,158,0,1,1439,0,0,0,0,1598,5.0689042022202315
buenos aires,mar chiquita,santa clara del mar,6518060,1617,1695,0,1805,0,0,0,558,5675,7.388946097618437
buenos aires,mar chiquita,vivoratá,6518070,0,0,0,15,0,0,0,303,318,0.0
buenos aires,mar chiquita,la caleta,6518020,0,0,0,0,0,0,0,157,157,0.0
buenos aires,marcos paz,marcos paz,6525020,1031,8752,10,3954,28,1,0,12,13788,6.939253946041508
buenos aires,mercedes,mercedes,6532020,879,6326,58,4519,0,3,0,1596,13381,6.779921907472252
buenos aires,mercedes,gowland,6532010,0,0,0,5,0,0,0,101,106,0.0
buenos aires,mercedes,jorge born,6532030,0,0,0,0,0,0,0,5,5,0.0
buenos aires,merlo,libertad,6539010,22,12883,12,16136,455,1,0,1763,31272,3.1354942159291497
buenos aires,merlo,mariano acosta,6539010,1818,8183,0,8676,270,0,0,5,18952,7.506042178518122
buenos aires,merlo,merlo,6539010,180,40073,66,26686,1157,1,0,1374,69537,5.198497031265826
buenos aires,merlo,otros,Sin Datos,0,0,0,1,0,0,0,0,1,0.0
buenos aires,merlo,pontevedra,6539010,405,4170,2,2907,81,0,0,1273,8838,6.0063531596017325
buenos aires,merlo,san antonio de padua,6539010,4,7213,3,6112,151,0,0,460,13943,1.6094379124341003
buenos aires,monte,san miguel del monte  (est. monte),6547020,563,1950,3,4627,0,0,0,367,7510,6.335054251498059
buenos aires,monte,abbott,6547010,0,0,0,302,0,0,0,18,320,0.0
buenos aires,monte hermoso,balneario sauce grande,6553010,0,0,0,829,0,0,0,0,829,0.0
buenos aires,monte hermoso,monte hermoso,6553020,6,0,0,6158,0,0,0,0,6164,1.9459101490553132
buenos aires,moreno,cuartel v,6560010,0,1684,3,690,0,0,0,128,2505,0.0
buenos aires,moreno,francisco alvarez,6560010,596,5191,10,1170,311,0,0,199,7477,6.391917113392602
buenos aires,moreno,la reja,6560010,4,5769,8,2182,698,1,0,150,8812,1.6094379124341003
buenos aires,moreno,moreno,6560010,78,52018,82,19934,844,2,0,577,73535,4.3694478524670215
buenos aires,moreno,paso del rey,6560010,0,8000,0,2529,416,3,0,72,11020,0.0
buenos aires,moreno,trujui,6560010,40,4977,13,13922,206,0,0,110,19268,3.713572066704308
buenos aires,morón,castelar,6568010,6,18911,0,11690,359,0,0,99,31065,1.9459101490553132
buenos aires,morón,el palomar,6568010,8,9908,4,4558,147,1,0,19,14645,2.1972245773362196
buenos aires,morón,haedo,6568010,107,9997,97,14876,163,0,0,33,25273,4.68213122712422
buenos aires,morón,moron,6568010,522,21597,68,19985,439,3,0,19,42633,6.259581464064923
buenos aires,morón,villa sarmiento,6568010,8,4699,19,5016,64,0,0,91,9897,2.1972245773362196
buenos aires,navarro,las marianas,6574020,0,0,0,0,0,0,0,214,214,0.0
buenos aires,navarro,navarro,6574030,304,1919,2,2094,0,1,0,128,4448,5.720311776607412
buenos aires,navarro,villa moll  (est. moll),6574040,0,0,0,6,0,0,0,185,191,0.0
buenos aires,navarro,josé juan almeyra,6574010,0,0,0,0,0,0,0,99,99,0.0
buenos aires,necochea,claraz,6581010,0,0,0,0,0,0,0,105,105,0.0
buenos aires,necochea,juan n. fernández,6581030,525,0,0,0,0,2,0,113,640,6.26530121273771
buenos aires,necochea,necochea,6581040,2444,3447,145,16887,29,1,0,3316,26269,7.801800401908973
buenos aires,necochea,nicanor olivera  (est. la dulce),6581050,1,0,2,0,0,0,0,776,779,0.6931471805599453
buenos aires,necochea,otros,Sin Datos,0,0,0,0,0,0,0,16,16,0.0
buenos aires,necochea,energía,6581025,0,0,0,0,0,0,0,24,24,0.0
buenos aires,olavarría,hinojo,6595060,9,0,0,118,0,1,0,1,129,2.302585092994046
buenos aires,olavarría,olavarría,6595070,2675,19985,6,3542,0,5,0,0,26213,7.892078421248119
buenos aires,olavarría,sierra chica,6595100,0,569,0,0,0,0,0,0,569,0.0
buenos aires,olavarría,sierras bayas,6595110,256,0,1,0,0,0,0,0,257,5.54907608489522
buenos aires,olavarría,villa alfredo fortabat,6595120,195,0,0,0,0,0,0,0,195,5.278114659230517
buenos aires,otros,otros,Sin Datos,0,0,0,0,25085,0,0,0,25085,0.0
buenos aires,patagones,bahía san blas,6602010,0,0,1,0,0,0,0,4,5,0.0
buenos aires,patagones,carmen de patagones,6602030,852,0,24,4159,3,1,0,13,5052,6.748759547491679
buenos aires,patagones,josé b. casas,6602040,0,0,0,0,1,0,0,5,6,0.0
buenos aires,patagones,juan a. pradere,6602050,0,84,0,0,1,0,0,4,89,0.0
buenos aires,patagones,stroeder,6602060,0,0,1,781,1,0,0,16,799,0.0
buenos aires,patagones,villalonga,6602070,101,0,6,994,0,0,0,147,1248,4.624972813284271
buenos aires,pehuajó,chiclana,6609080,0,0,0,0,0,0,0,9,9,0.0
buenos aires,pehuajó,francisco madero,6609030,0,0,1,0,0,0,0,3,4,0.0
buenos aires,pehuajó,juan josé paso,6609040,0,0,0,28,0,0,0,385,413,0.0
buenos aires,pehuajó,magdala,6609050,0,0,0,0,0,0,0,7,7,0.0
buenos aires,pehuajó,mones cazón,6609060,0,0,0,0,0,0,0,3,3,0.0
buenos aires,pehuajó,pehuajó,6609080,3701,1,65,2516,1,0,0,265,6549,8.216628493133443
buenos aires,pehuajó,san esteban,6609020,0,0,0,0,0,0,0,3,3,0.0
buenos aires,pehuajó,capitán castro,6609010,0,0,0,0,0,0,0,3,3,0.0
buenos aires,pehuajó,inocencio sosa,6609035,0,0,0,0,0,0,0,3,3,0.0
buenos aires,pehuajó,nueva plata,6609070,0,0,0,0,0,0,0,3,3,0.0
buenos aires,pehuajó,san bernardo  (est. guanaco),6609090,0,0,0,0,0,0,0,3,3,0.0
buenos aires,pellegrini,pellegrini,6616030,240,1159,4,0,0,3,0,32,1438,5.484796933490655
buenos aires,pellegrini,bocayuva,6616010,0,0,0,1,0,0,0,0,1,0.0
buenos aires,pergamino,acevedo,6623010,115,149,0,0,0,0,0,180,444,4.7535901911063645
buenos aires,pergamino,fontezuela,6623020,14,0,0,118,0,0,0,5,137,2.70805020110221
buenos aires,pergamino,guerrico,6623030,0,61,0,0,0,0,0,55,116,0.0
buenos aires,pergamino,juan a. de la peña,6623040,0,0,0,0,0,0,0,45,45,0.0
buenos aires,pergamino,juan anchorena  (est. urquiza),6623050,29,0,0,309,0,0,0,15,353,3.4011973816621555
buenos aires,pergamino,la violeta,6623060,346,0,0,0,0,0,0,0,346,5.849324779946859
buenos aires,pergamino,manuel ocampo,6623070,0,0,0,448,0,0,0,44,492,0.0
buenos aires,pergamino,mariano h. alfonzo  (est. san patricio),6623090,0,0,0,300,0,1,0,0,301,0.0
buenos aires,pergamino,pergamino,6623100,1998,19596,77,2183,0,3,0,2753,26610,7.6004023345004
buenos aires,pergamino,pinzón,6623110,0,0,0,0,0,0,0,1,1,0.0
buenos aires,pergamino,rancagua,6623120,109,0,0,102,0,0,0,0,211,4.700480365792417
buenos aires,pergamino,villa san josé,6623140,0,0,0,3,0,0,0,0,3,0.0
